Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,LoanAmount_log
1,1,3+,1,0,4416,1250.0,110.0,360.0,1.0,2,1,5666.0,4.700480365792417
1,1,1,1,0,6875,0.0,200.0,360.0,1.0,1,1,6875.0,5.298317366548036
0,1,1,1,0,4666,0.0,135.0,360.0,1.0,2,1,4666.0,4.90527477843843
0,0,0,1,0,5000,2541.0,151.0,480.0,1.0,0,0,7541.0,5.017279836814924
1,1,1,1,0,2014,2925.0,113.0,360.0,1.0,2,0,4939.0,4.727387818712341
1,1,0,0,0,1800,2934.0,93.0,360.0,0.0,2,0,4734.0,4.532599493153256
1,1,0,0,0,2875,1750.0,105.0,360.0,1.0,1,1,4625.0,4.653960350157523
0,0,0,1,0,5000,0.0,132.0,360.0,1.0,0,1,5000.0,4.882801922586371
1,1,1,1,0,1625,1803.0,96.0,360.0,1.0,2,1,3428.0,4.564348191467836
1,0,0,1,0,4000,2500.0,140.0,360.0,1.0,0,1,6500.0,4.941642422609304
1,0,0,0,0,2000,0.0,128.0,360.0,1.0,2,0,2000.0,4.852030263919617
0,0,0,1,0,3762,1666.0,135.0,360.0,1.0,0,1,5428.0,4.90527477843843
0,0,0,1,0,2400,1863.0,104.0,360.0,0.0,2,0,4263.0,4.6443908991413725
1,0,0,1,0,20233,0.0,480.0,360.0,1.0,0,0,20233.0,6.173786103901937
1,1,2,0,0,7667,0.0,185.0,360.0,1.0,0,1,7667.0,5.220355825078324
0,0,0,1,0,2917,0.0,84.0,360.0,1.0,1,1,2917.0,4.430816798843313
1,0,0,0,0,2927,2405.0,111.0,360.0,1.0,1,1,5332.0,4.709530201312334
0,0,0,1,0,2507,0.0,56.0,360.0,1.0,0,1,2507.0,4.02535169073515
1,1,2,1,1,5746,0.0,144.0,84.0,1.0,0,1,5746.0,4.969813299576001
1,1,0,1,0,2473,1843.0,159.0,360.0,1.0,0,0,4316.0,5.0689042022202315
1,1,1,0,0,3399,1640.0,111.0,180.0,1.0,2,1,5039.0,4.709530201312334
1,1,2,1,0,3717,0.0,120.0,360.0,1.0,1,1,3717.0,4.787491742782046
1,1,0,1,0,2058,2134.0,88.0,360.0,1.0,2,1,4192.0,4.477336814478207
0,0,1,1,0,3541,0.0,112.0,360.0,1.0,1,1,3541.0,4.718498871295094
1,1,1,1,1,10000,0.0,155.0,360.0,1.0,0,0,10000.0,5.043425116919247
1,1,0,1,0,2400,2167.0,115.0,360.0,1.0,1,1,4567.0,4.74493212836325
1,1,3+,1,0,4342,189.0,124.0,360.0,1.0,1,1,4531.0,4.820281565605037
1,1,2,0,0,3601,1590.0,128.0,360.0,1.0,0,1,5191.0,4.852030263919617
0,0,0,1,0,3166,2985.0,132.0,360.0,1.0,0,1,6151.0,4.882801922586371
1,1,3+,1,0,15000,0.0,300.0,360.0,1.0,0,1,15000.0,5.703782474656201
1,1,1,1,1,8666,4983.0,376.0,360.0,0.0,0,0,13649.0,5.929589143389895
1,0,0,1,0,4917,0.0,130.0,360.0,0.0,0,1,4917.0,4.867534450455582
1,1,0,1,1,5818,2160.0,184.0,360.0,1.0,1,1,7978.0,5.214935757608986
0,1,0,1,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,4.700480365792417
0,0,0,1,0,2500,0.0,67.0,360.0,1.0,2,1,2500.0,4.204692619390966
1,0,1,1,0,4384,1793.0,117.0,360.0,1.0,2,1,6177.0,4.762173934797756
1,0,0,1,0,2935,0.0,98.0,360.0,1.0,1,1,2935.0,4.584967478670572
1,0,0,1,0,2833,0.0,71.0,360.0,1.0,2,1,2833.0,4.2626798770413155
1,1,0,1,0,63337,0.0,490.0,180.0,1.0,2,1,63337.0,6.194405391104672
1,1,1,1,1,9833,1833.0,182.0,180.0,1.0,2,1,11666.0,5.204006687076795
1,1,0,1,1,5503,4490.0,70.0,360.0,1.0,1,1,9993.0,4.248495242049359
1,1,1,1,0,5250,688.0,160.0,360.0,1.0,0,1,5938.0,5.075173815233827
1,1,2,1,1,2500,4600.0,176.0,360.0,1.0,0,1,7100.0,5.170483995038151
0,0,3+,0,0,1830,0.0,128.0,360.0,0.0,2,0,1830.0,4.852030263919617
0,0,0,1,0,4160,0.0,71.0,360.0,1.0,1,1,4160.0,4.2626798770413155
1,1,3+,0,0,2647,1587.0,173.0,360.0,1.0,0,0,4234.0,5.153291594497779
0,0,0,1,0,2378,0.0,46.0,360.0,1.0,0,0,2378.0,3.828641396489095
1,1,1,0,0,4554,1229.0,158.0,360.0,1.0,2,1,5783.0,5.062595033026967
1,1,3+,0,0,3173,0.0,74.0,360.0,1.0,1,1,3173.0,4.30406509320417
1,1,2,1,0,2583,2330.0,125.0,360.0,1.0,0,1,4913.0,4.8283137373023015
1,1,0,1,0,2499,2458.0,160.0,360.0,1.0,1,1,4957.0,5.075173815233827
1,1,0,0,0,3523,3230.0,152.0,360.0,0.0,0,0,6753.0,5.0238805208462765
1,1,2,0,0,3083,2168.0,126.0,360.0,1.0,2,1,5251.0,4.836281906951478
1,1,0,1,0,6333,4583.0,259.0,360.0,1.0,1,1,10916.0,5.556828061699537
1,1,0,1,0,2625,6250.0,187.0,360.0,1.0,0,1,8875.0,5.231108616854587
1,1,0,1,0,9083,0.0,228.0,360.0,1.0,1,1,9083.0,5.429345628954441
1,0,0,1,0,8750,4167.0,308.0,360.0,1.0,0,0,12917.0,5.730099782973574
1,1,3+,1,0,2666,2083.0,95.0,360.0,1.0,0,1,4749.0,4.553876891600541
0,1,0,1,1,5500,0.0,105.0,360.0,0.0,0,0,5500.0,4.653960350157523
0,1,0,1,0,2423,505.0,130.0,360.0,1.0,1,1,2928.0,4.867534450455582
0,0,0,1,0,3813,0.0,116.0,180.0,1.0,2,1,3813.0,4.7535901911063645
1,1,2,1,0,8333,3167.0,165.0,360.0,1.0,0,1,11500.0,5.10594547390058
1,1,1,1,0,3875,0.0,67.0,360.0,1.0,2,0,3875.0,4.204692619390966
1,1,0,0,0,3000,1666.0,100.0,480.0,0.0,2,0,4666.0,4.605170185988092
1,1,3+,1,0,5167,3167.0,200.0,360.0,1.0,1,1,8334.0,5.298317366548036
0,0,1,1,0,4723,0.0,81.0,360.0,1.0,1,0,4723.0,4.394449154672439
1,1,2,1,0,5000,3667.0,236.0,360.0,1.0,1,1,8667.0,5.4638318050256105
1,1,0,1,0,4750,2333.0,130.0,360.0,1.0,2,1,7083.0,4.867534450455582
1,1,0,1,0,3013,3033.0,95.0,300.0,1.0,2,1,6046.0,4.553876891600541
1,0,0,1,1,6822,0.0,141.0,360.0,1.0,0,1,6822.0,4.948759890378168
1,0,0,0,0,6216,0.0,133.0,360.0,1.0,0,0,6216.0,4.890349128221754
1,0,0,1,0,2500,0.0,96.0,480.0,1.0,1,0,2500.0,4.564348191467836
1,0,0,1,0,5124,0.0,124.0,360.0,0.0,0,0,5124.0,4.820281565605037
1,1,1,1,0,6325,0.0,175.0,360.0,1.0,1,1,6325.0,5.1647859739235145
1,1,0,1,0,19730,5266.0,570.0,360.0,1.0,0,0,24996.0,6.345636360828596
0,0,0,1,1,15759,0.0,55.0,360.0,1.0,1,1,15759.0,4.007333185232471
1,1,2,1,0,5185,0.0,155.0,360.0,1.0,1,1,5185.0,5.043425116919247
1,1,2,1,1,9323,7873.0,380.0,300.0,1.0,0,1,17196.0,5.940171252720432
1,0,1,1,0,3062,1987.0,111.0,180.0,0.0,2,0,5049.0,4.709530201312334
0,0,0,1,0,2764,1459.0,110.0,360.0,1.0,2,1,4223.0,4.700480365792417
1,1,0,1,0,4817,923.0,120.0,180.0,1.0,2,1,5740.0,4.787491742782046
1,1,3+,1,0,8750,4996.0,130.0,360.0,1.0,0,1,13746.0,4.867534450455582
1,1,0,1,0,4310,0.0,130.0,360.0,1.0,1,1,4310.0,4.867534450455582
1,0,0,1,0,3069,0.0,71.0,480.0,1.0,2,0,3069.0,4.2626798770413155
1,1,2,1,0,5391,0.0,130.0,360.0,1.0,2,1,5391.0,4.867534450455582
1,1,0,1,0,3333,2500.0,128.0,360.0,1.0,1,1,5833.0,4.852030263919617
1,0,0,1,0,5941,4232.0,296.0,360.0,1.0,1,1,10173.0,5.69035945432406
0,0,0,1,0,6000,0.0,156.0,360.0,1.0,2,1,6000.0,5.049856007249537
1,0,0,1,1,7167,0.0,128.0,360.0,1.0,2,1,7167.0,4.852030263919617
1,1,2,1,0,4566,0.0,100.0,360.0,1.0,2,0,4566.0,4.605170185988092
1,0,1,1,0,3667,0.0,113.0,180.0,1.0,2,1,3667.0,4.727387818712341
1,0,0,0,0,2346,1600.0,132.0,360.0,1.0,1,1,3946.0,4.882801922586371
1,1,0,0,0,3010,3136.0,128.0,360.0,0.0,2,0,6146.0,4.852030263919617
1,1,0,1,0,2333,2417.0,136.0,360.0,1.0,2,1,4750.0,4.912654885736052
1,1,0,1,0,5488,0.0,125.0,360.0,1.0,0,1,5488.0,4.8283137373023015
1,0,3+,1,0,9167,0.0,185.0,360.0,1.0,0,1,9167.0,5.220355825078324
1,1,3+,1,0,9504,0.0,275.0,360.0,1.0,0,1,9504.0,5.616771097666572
1,1,0,1,0,2583,2115.0,120.0,360.0,1.0,2,1,4698.0,4.787491742782046
1,1,2,0,0,1993,1625.0,113.0,180.0,1.0,1,1,3618.0,4.727387818712341
1,1,2,1,0,3100,1400.0,113.0,360.0,1.0,2,1,4500.0,4.727387818712341
1,1,2,1,0,3276,484.0,135.0,360.0,1.0,1,1,3760.0,4.90527477843843
0,0,0,1,0,3180,0.0,71.0,360.0,0.0,2,0,3180.0,4.2626798770413155
1,1,0,1,0,3033,1459.0,95.0,360.0,1.0,2,1,4492.0,4.553876891600541
1,0,0,0,0,3902,1666.0,109.0,360.0,1.0,0,1,5568.0,4.6913478822291435
0,0,0,1,0,1500,1800.0,103.0,360.0,0.0,1,0,3300.0,4.634728988229636
1,1,2,0,0,2889,0.0,45.0,180.0,0.0,2,0,2889.0,3.8066624897703196
1,0,0,0,0,2755,0.0,65.0,300.0,1.0,0,0,2755.0,4.174387269895637
1,0,0,1,0,2500,20000.0,103.0,360.0,1.0,1,1,22500.0,4.634728988229636
0,0,0,0,0,1963,0.0,53.0,360.0,1.0,1,1,1963.0,3.970291913552122
0,0,0,1,1,7441,0.0,194.0,360.0,1.0,0,0,7441.0,5.267858159063328
0,0,0,1,0,4547,0.0,115.0,360.0,1.0,1,1,4547.0,4.74493212836325
1,1,0,0,0,2167,2400.0,115.0,360.0,1.0,2,1,4567.0,4.74493212836325
0,0,0,0,0,2213,0.0,66.0,360.0,1.0,0,1,2213.0,4.189654742026425
1,1,1,1,0,8300,0.0,152.0,300.0,0.0,1,0,8300.0,5.0238805208462765
1,1,3+,1,0,81000,0.0,360.0,360.0,0.0,0,0,81000.0,5.886104031450156
0,0,1,0,1,3867,0.0,62.0,360.0,1.0,1,0,3867.0,4.127134385045092
1,1,0,1,0,6256,0.0,160.0,360.0,1.0,2,1,6256.0,5.075173815233827
1,1,0,0,0,6096,0.0,218.0,360.0,0.0,0,0,6096.0,5.384495062789089
1,1,0,0,0,2253,2033.0,110.0,360.0,1.0,0,1,4286.0,4.700480365792417
0,1,0,0,0,2149,3237.0,178.0,360.0,0.0,1,0,5386.0,5.181783550292085
0,0,0,1,0,2995,0.0,60.0,360.0,1.0,2,1,2995.0,4.0943445622221
0,0,1,1,0,2600,0.0,160.0,360.0,1.0,2,0,2600.0,5.075173815233827
1,1,2,1,1,1600,20000.0,239.0,360.0,1.0,2,0,21600.0,5.476463551931511
1,1,0,1,0,1025,2773.0,112.0,360.0,1.0,0,1,3798.0,4.718498871295094
1,1,0,1,0,3246,1417.0,138.0,360.0,1.0,1,1,4663.0,4.927253685157205
1,1,0,1,0,5829,0.0,138.0,360.0,1.0,0,1,5829.0,4.927253685157205
0,0,0,0,0,2720,0.0,80.0,360.0,0.0,2,0,2720.0,4.382026634673881
1,1,0,1,0,1820,1719.0,100.0,360.0,1.0,2,1,3539.0,4.605170185988092
1,1,1,1,0,7250,1667.0,110.0,360.0,0.0,2,0,8917.0,4.700480365792417
1,1,0,1,0,14880,0.0,96.0,360.0,1.0,1,1,14880.0,4.564348191467836
1,1,0,1,0,2666,4300.0,121.0,360.0,1.0,0,1,6966.0,4.795790545596741
0,0,1,0,0,4606,0.0,81.0,360.0,1.0,0,0,4606.0,4.394449154672439
1,1,2,1,0,5935,0.0,133.0,360.0,1.0,1,1,5935.0,4.890349128221754
1,1,0,1,0,2920,16.12000084,87.0,360.0,1.0,0,1,2936.12000084,4.465908118654584
1,0,0,0,0,2717,0.0,60.0,180.0,1.0,2,1,2717.0,4.0943445622221
0,0,1,1,1,8624,0.0,150.0,360.0,1.0,1,1,8624.0,5.0106352940962555
1,0,0,1,0,6500,0.0,105.0,360.0,0.0,0,0,6500.0,4.653960350157523
1,0,0,1,0,12876,0.0,405.0,360.0,1.0,1,1,12876.0,6.003887067106539
1,1,0,1,0,2425,2340.0,143.0,360.0,1.0,1,1,4765.0,4.962844630259907
1,0,0,1,0,3750,0.0,100.0,360.0,1.0,2,1,3750.0,4.605170185988092
0,1,0,1,0,10047,0.0,128.0,240.0,1.0,1,1,10047.0,4.852030263919617
1,0,0,1,0,1926,1851.0,50.0,360.0,1.0,1,1,3777.0,3.912023005428146
1,1,0,1,0,2213,1125.0,128.0,360.0,1.0,2,1,3338.0,4.852030263919617
1,0,0,1,1,10416,0.0,187.0,360.0,0.0,2,0,10416.0,5.231108616854587
0,1,0,0,1,7142,0.0,138.0,360.0,1.0,0,1,7142.0,4.927253685157205
1,0,0,1,0,3660,5064.0,187.0,360.0,1.0,1,1,8724.0,5.231108616854587
1,1,0,1,0,7901,1833.0,180.0,360.0,1.0,0,1,9734.0,5.19295685089021
1,0,3+,0,0,4707,1993.0,148.0,360.0,1.0,1,1,6700.0,4.997212273764115
1,0,1,1,0,37719,0.0,152.0,360.0,1.0,1,1,37719.0,5.0238805208462765
1,1,0,1,0,7333,8333.0,175.0,300.0,1.0,0,1,15666.0,5.1647859739235145
1,1,1,1,1,3466,1210.0,130.0,360.0,1.0,0,1,4676.0,4.867534450455582
1,1,2,0,0,4652,0.0,110.0,360.0,1.0,0,1,4652.0,4.700480365792417
1,1,0,1,0,3539,1376.0,55.0,360.0,1.0,0,0,4915.0,4.007333185232471
1,1,2,1,0,3340,1710.0,150.0,360.0,0.0,0,0,5050.0,5.0106352940962555
1,0,1,0,1,2769,1542.0,190.0,360.0,1.0,1,0,4311.0,5.247024072160486
1,1,2,0,0,2309,1255.0,125.0,360.0,0.0,0,0,3564.0,4.8283137373023015
1,1,2,0,0,1958,1456.0,60.0,300.0,1.0,2,1,3414.0,4.0943445622221
1,1,0,1,0,3948,1733.0,149.0,360.0,0.0,0,0,5681.0,5.003946305945459
1,1,0,1,0,2483,2466.0,90.0,180.0,0.0,0,1,4949.0,4.499809670330265
1,0,0,1,1,7085,0.0,84.0,360.0,1.0,1,1,7085.0,4.430816798843313
1,1,2,1,0,3859,0.0,96.0,360.0,1.0,1,1,3859.0,4.564348191467836
1,1,0,1,0,4301,0.0,118.0,360.0,1.0,2,1,4301.0,4.770684624465665
1,1,0,1,0,3708,2569.0,173.0,360.0,1.0,2,0,6277.0,5.153291594497779
1,0,2,1,0,4354,0.0,136.0,360.0,1.0,0,1,4354.0,4.912654885736052
1,1,0,1,0,8334,0.0,160.0,360.0,1.0,1,0,8334.0,5.075173815233827
1,1,0,1,1,2083,4083.0,160.0,360.0,1.0,1,1,6166.0,5.075173815233827
1,1,3+,1,0,7740,0.0,128.0,180.0,1.0,2,1,7740.0,4.852030263919617
1,1,0,1,0,3015,2188.0,153.0,360.0,1.0,0,1,5203.0,5.030437921392435
0,0,1,0,0,5191,0.0,132.0,360.0,1.0,1,1,5191.0,4.882801922586371
1,0,0,1,0,4166,0.0,98.0,360.0,0.0,1,0,4166.0,4.584967478670572
1,0,0,1,0,6000,0.0,140.0,360.0,1.0,0,1,6000.0,4.941642422609304
1,1,3+,0,0,2947,1664.0,70.0,180.0,0.0,2,0,4611.0,4.248495242049359
1,1,0,1,0,16692,0.0,110.0,360.0,1.0,1,1,16692.0,4.700480365792417
0,1,2,0,0,210,2917.0,98.0,360.0,1.0,1,1,3127.0,4.584967478670572
1,1,0,1,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,4.700480365792417
1,1,1,1,1,3450,2079.0,162.0,360.0,1.0,1,1,5529.0,5.087596335232384
1,1,1,0,0,2653,1500.0,113.0,180.0,0.0,0,0,4153.0,4.727387818712341
1,1,3+,1,0,4691,0.0,100.0,360.0,1.0,1,1,4691.0,4.605170185988092
0,0,0,1,1,2500,0.0,93.0,360.0,1.0,2,1,2500.0,4.532599493153256
1,0,2,1,0,5532,4648.0,162.0,360.0,1.0,0,1,10180.0,5.087596335232384
1,1,2,1,1,16525,1014.0,150.0,360.0,1.0,0,1,17539.0,5.0106352940962555
1,1,2,1,0,6700,1750.0,230.0,300.0,1.0,1,1,8450.0,5.438079308923196
1,1,2,1,0,2873,1872.0,132.0,360.0,0.0,1,0,4745.0,4.882801922586371
1,1,1,1,1,16667,2250.0,86.0,360.0,1.0,1,1,18917.0,4.454347296253507
1,1,2,1,0,2947,1603.0,128.0,360.0,1.0,2,0,4550.0,4.852030263919617
0,0,0,0,0,4350,0.0,154.0,360.0,1.0,0,1,4350.0,5.0369526024136295
1,1,3+,0,0,3095,0.0,113.0,360.0,1.0,0,1,3095.0,4.727387818712341
1,1,0,1,0,2083,3150.0,128.0,360.0,1.0,1,1,5233.0,4.852030263919617
1,1,0,1,0,10833,0.0,234.0,360.0,1.0,1,1,10833.0,5.455321115357702
1,1,2,1,0,8333,0.0,246.0,360.0,1.0,1,1,8333.0,5.5053315359323625
1,1,1,0,0,1958,2436.0,131.0,360.0,1.0,0,1,4394.0,4.875197323201151
1,0,2,1,0,3547,0.0,80.0,360.0,0.0,0,0,3547.0,4.382026634673881
1,1,1,1,0,18333,0.0,500.0,360.0,1.0,2,0,18333.0,6.214608098422191
1,1,2,1,1,4583,2083.0,160.0,360.0,1.0,1,1,6666.0,5.075173815233827
1,0,0,1,0,2435,0.0,75.0,360.0,1.0,2,0,2435.0,4.31748811353631
1,0,0,0,0,2699,2785.0,96.0,360.0,1.0,1,1,5484.0,4.564348191467836
1,1,1,0,0,5333,1131.0,186.0,360.0,1.0,2,1,6464.0,5.225746673713202
1,0,0,0,0,3691,0.0,110.0,360.0,1.0,0,1,3691.0,4.700480365792417
0,0,0,0,1,17263,0.0,225.0,360.0,1.0,1,1,17263.0,5.41610040220442
1,1,0,1,0,3597,2157.0,119.0,360.0,0.0,0,0,5754.0,4.77912349311153
0,1,1,1,0,3326,913.0,105.0,84.0,1.0,1,1,4239.0,4.653960350157523
1,1,0,0,0,2600,1700.0,107.0,360.0,1.0,0,1,4300.0,4.672828834461906
1,1,0,1,0,4625,2857.0,111.0,12.0,1.0,2,1,7482.0,4.709530201312334
1,1,1,1,1,2895,0.0,95.0,360.0,1.0,1,1,2895.0,4.553876891600541
1,0,0,1,0,6283,4416.0,209.0,360.0,0.0,0,0,10699.0,5.342334251964811
0,0,0,1,0,645,3683.0,113.0,480.0,1.0,0,1,4328.0,4.727387818712341
0,0,0,1,0,3159,0.0,100.0,360.0,1.0,1,1,3159.0,4.605170185988092
1,1,2,1,0,4865,5624.0,208.0,360.0,1.0,1,1,10489.0,5.337538079701318
1,1,1,0,0,4050,5302.0,138.0,360.0,1.0,0,0,9352.0,4.927253685157205
1,1,0,0,0,3814,1483.0,124.0,300.0,1.0,1,1,5297.0,4.820281565605037
1,1,2,1,0,3510,4416.0,243.0,360.0,1.0,0,1,7926.0,5.493061443340548
1,1,0,1,0,20833,6667.0,480.0,360.0,1.0,2,1,27500.0,6.173786103901937
1,0,0,1,0,3583,0.0,96.0,360.0,1.0,2,0,3583.0,4.564348191467836
1,1,0,1,1,2479,3013.0,188.0,360.0,1.0,2,1,5492.0,5.236441962829949
0,0,1,1,0,13262,0.0,40.0,360.0,1.0,2,1,13262.0,3.6888794541139363
1,0,0,0,0,3598,1287.0,100.0,360.0,1.0,0,0,4885.0,4.605170185988092
1,1,1,1,0,6065,2004.0,250.0,360.0,1.0,1,1,8069.0,5.521460917862246
1,1,2,1,0,3283,2035.0,148.0,360.0,1.0,2,1,5318.0,4.997212273764115
1,1,0,1,0,2130,6666.0,70.0,180.0,1.0,1,0,8796.0,4.248495242049359
1,0,0,1,0,5815,3666.0,311.0,360.0,1.0,0,0,9481.0,5.739792912179234
1,1,3+,1,0,3466,3428.0,150.0,360.0,1.0,0,1,6894.0,5.0106352940962555
0,1,2,1,0,2031,1632.0,113.0,480.0,1.0,1,1,3663.0,4.727387818712341
1,1,0,0,0,3074,1800.0,123.0,360.0,0.0,1,0,4874.0,4.812184355372417
1,0,0,1,0,4683,1915.0,185.0,360.0,1.0,1,0,6598.0,5.220355825078324
0,0,0,0,0,3400,0.0,95.0,360.0,1.0,0,0,3400.0,4.553876891600541
1,1,2,0,0,2192,1742.0,45.0,360.0,1.0,1,1,3934.0,3.8066624897703196
1,0,0,1,0,2500,0.0,55.0,360.0,1.0,1,1,2500.0,4.007333185232471
1,1,3+,1,1,5677,1424.0,100.0,360.0,1.0,0,1,7101.0,4.605170185988092
1,1,2,1,1,7948,7166.0,480.0,360.0,1.0,0,1,15114.0,6.173786103901937
1,0,0,1,0,4680,2087.0,128.0,360.0,1.0,1,0,6767.0,4.852030263919617
1,1,2,1,1,17500,0.0,400.0,360.0,1.0,0,1,17500.0,5.991464547107982
1,1,0,1,0,3775,0.0,110.0,360.0,1.0,1,1,3775.0,4.700480365792417
1,1,1,0,0,5285,1430.0,161.0,360.0,0.0,1,1,6715.0,5.081404364984463
1,0,1,0,0,2679,1302.0,94.0,360.0,1.0,1,1,3981.0,4.543294782270004
1,0,0,0,0,6783,0.0,130.0,360.0,1.0,1,1,6783.0,4.867534450455582
1,1,0,1,0,1025,5500.0,216.0,360.0,1.0,0,1,6525.0,5.375278407684165
1,1,3+,1,0,4281,0.0,100.0,360.0,1.0,2,1,4281.0,4.605170185988092
1,0,2,1,0,3588,0.0,110.0,360.0,0.0,0,0,3588.0,4.700480365792417
1,0,1,1,0,11250,0.0,196.0,360.0,1.0,1,0,11250.0,5.278114659230517
0,0,0,0,1,18165,0.0,125.0,360.0,1.0,2,1,18165.0,4.8283137373023015
1,0,0,0,0,2550,2042.0,126.0,360.0,1.0,0,1,4592.0,4.836281906951478
1,1,0,1,0,6133,3906.0,324.0,360.0,1.0,2,1,10039.0,5.780743515792329
1,0,2,1,0,3617,0.0,107.0,360.0,1.0,1,1,3617.0,4.672828834461906
1,1,0,0,0,2917,536.0,66.0,360.0,1.0,0,0,3453.0,4.189654742026425
1,1,3+,1,0,6417,0.0,157.0,180.0,1.0,0,1,6417.0,5.056245805348308
0,1,1,1,0,4608,2845.0,140.0,180.0,1.0,1,1,7453.0,4.941642422609304
0,0,0,1,0,2138,0.0,99.0,360.0,0.0,1,0,2138.0,4.59511985013459
0,0,1,1,0,3652,0.0,95.0,360.0,1.0,1,1,3652.0,4.553876891600541
1,1,1,0,0,2239,2524.0,128.0,360.0,1.0,2,1,4763.0,4.852030263919617
0,1,0,0,0,3017,663.0,102.0,360.0,1.0,1,1,3680.0,4.624972813284271
1,1,0,1,0,2768,1950.0,155.0,360.0,1.0,0,1,4718.0,5.043425116919247
1,0,0,0,0,3358,0.0,80.0,36.0,1.0,1,0,3358.0,4.382026634673881
1,0,0,1,0,2526,1783.0,145.0,360.0,1.0,0,1,4309.0,4.976733742420574
0,0,0,1,0,5000,0.0,103.0,360.0,0.0,1,0,5000.0,4.634728988229636
1,1,0,1,0,2785,2016.0,110.0,360.0,1.0,0,1,4801.0,4.700480365792417
1,1,2,1,1,6633,0.0,128.0,360.0,0.0,0,0,6633.0,4.852030263919617
1,1,1,0,0,2492,2375.0,128.0,360.0,1.0,0,1,4867.0,4.852030263919617
1,1,1,1,0,3333,3250.0,158.0,360.0,1.0,2,1,6583.0,5.062595033026967
1,1,0,0,0,2454,2333.0,181.0,360.0,0.0,2,0,4787.0,5.198497031265826
1,1,0,1,0,3593,4266.0,132.0,180.0,0.0,0,0,7859.0,4.882801922586371
1,1,1,1,0,5468,1032.0,26.0,360.0,1.0,1,1,6500.0,3.258096538021482
0,0,0,1,0,2667,1625.0,84.0,360.0,1.0,2,1,4292.0,4.430816798843313
1,1,3+,1,1,10139,0.0,260.0,360.0,1.0,1,1,10139.0,5.560681631015528
1,1,0,1,0,3887,2669.0,162.0,360.0,1.0,1,1,6556.0,5.087596335232384
0,1,0,1,0,4180,2306.0,182.0,360.0,1.0,1,1,6486.0,5.204006687076795
1,1,2,0,0,3675,242.0,108.0,360.0,1.0,1,1,3917.0,4.68213122712422
0,1,1,1,1,19484,0.0,600.0,360.0,1.0,1,1,19484.0,6.396929655216146
1,1,0,1,0,5923,2054.0,211.0,360.0,1.0,0,1,7977.0,5.351858133476067
1,0,0,0,1,5800,0.0,132.0,360.0,1.0,1,1,5800.0,4.882801922586371
1,1,2,1,0,8799,0.0,258.0,360.0,0.0,2,0,8799.0,5.552959584921617
1,1,0,0,0,4467,0.0,120.0,360.0,1.0,0,1,4467.0,4.787491742782046
1,0,0,1,0,3333,0.0,70.0,360.0,1.0,2,1,3333.0,4.248495242049359
1,1,3+,1,0,3400,2500.0,123.0,360.0,0.0,0,0,5900.0,4.812184355372417
0,0,0,1,0,2378,0.0,9.0,360.0,1.0,2,0,2378.0,2.1972245773362196
1,1,0,1,0,3166,2064.0,104.0,360.0,0.0,2,0,5230.0,4.6443908991413725
1,1,1,1,0,3417,1750.0,186.0,360.0,1.0,2,1,5167.0,5.225746673713202
1,1,0,1,0,5116,1451.0,165.0,360.0,0.0,2,0,6567.0,5.10594547390058
1,1,2,1,0,16666,0.0,275.0,360.0,1.0,2,1,16666.0,5.616771097666572
1,1,2,0,0,6125,1625.0,187.0,480.0,1.0,1,0,7750.0,5.231108616854587
1,1,3+,1,0,6406,0.0,150.0,360.0,1.0,1,0,6406.0,5.0106352940962555
1,1,2,1,0,3159,461.0,108.0,84.0,1.0,2,1,3620.0,4.68213122712422
1,1,0,1,0,3087,2210.0,136.0,360.0,0.0,1,0,5297.0,4.912654885736052
1,0,0,1,0,3229,2739.0,110.0,360.0,1.0,2,1,5968.0,4.700480365792417
1,1,1,1,0,1782,2232.0,107.0,360.0,1.0,0,1,4014.0,4.672828834461906
1,0,0,1,0,3182,2917.0,161.0,360.0,1.0,2,1,6099.0,5.081404364984463
1,1,2,1,0,6540,0.0,205.0,360.0,1.0,1,1,6540.0,5.3230099791384085
1,0,0,1,0,1836,33837.0,90.0,360.0,1.0,2,0,35673.0,4.499809670330265
0,1,0,1,0,3166,0.0,36.0,360.0,1.0,1,1,3166.0,3.58351893845611
1,1,1,1,0,1880,0.0,61.0,360.0,1.0,0,0,1880.0,4.110873864173311
1,1,1,1,0,2787,1917.0,146.0,360.0,0.0,0,0,4704.0,4.983606621708336
1,1,1,1,0,4283,3000.0,172.0,84.0,1.0,0,0,7283.0,5.147494476813453
1,1,0,1,0,2297,1522.0,104.0,360.0,1.0,2,1,3819.0,4.6443908991413725
0,0,0,0,0,2165,0.0,70.0,360.0,1.0,1,1,2165.0,4.248495242049359
1,0,0,1,0,4750,0.0,94.0,360.0,1.0,1,1,4750.0,4.543294782270004
1,1,2,1,1,2726,0.0,106.0,360.0,0.0,1,0,2726.0,4.663439094112067
1,1,0,1,0,3000,3416.0,56.0,180.0,1.0,1,1,6416.0,4.02535169073515
1,1,2,1,1,6000,0.0,205.0,240.0,1.0,1,0,6000.0,5.3230099791384085
